"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"70"	"GALE"	319.144610959295	-1.37219348409647	0.237768233737519	-5.76826315226193	8.0092674396304e-09	1.34677950667436e-07
"71"	"CLIC4"	177.930786933791	-3.47118627973251	0.252753406245533	-13.5275532117296	1.07543906059586e-41	1.44795920186337e-39
"72"	"AUNIP"	48.5069810947432	-4.57169406173425	0.477649218439002	-6.48277144136956	9.00528670200391e-11	2.03727536264238e-09
"73"	"STMN1"	5060.05533116136	-1.33981588694451	0.158750446594925	-8.4395428512747	3.18581193189508e-17	1.31979747298252e-15
"74"	"ZNF593"	261.342215599651	-1.0287865616237	0.262010585910814	-3.92538447266001	8.65913211296342e-05	0.000654766875714658
"75"	"GPR3"	4.52189966120931	-1.75899502537715	0.545594354857811	-3.4902442325238	0.0004825792985077	0.00301717105432676
"76"	"CCDC28B"	210.759186165748	-1.02753012388004	0.179020331532829	-5.73718110111531	9.62653057093689e-09	1.60205300179678e-07
"77"	"YARS"	4118.58944721388	-1.19214129402261	0.153225514544622	-7.78009750582578	7.24686719938986e-15	2.53614190003196e-13
"78"	"PSMB2"	2220.61200050785	-1.19313774392674	0.17434907793007	-6.84304679148615	7.75263145821452e-12	2.01755729814581e-10
"79"	"CLSPN"	699.853907013926	-6.09005721673201	0.264293303521564	-21.9266757616417	1.44614342856377e-106	2.54889352663584e-103
"80"	"ZC3H12A"	1617.09724119547	-1.30780794962117	0.163303102996879	-8.00772162521507	1.16853037533305e-15	4.36521520557942e-14
"81"	"CDCA8"	386.47980915749	-3.93614586480554	0.260639529492369	-14.9566388653403	1.40968121283979e-50	2.70602963906316e-48
"82"	"MANEAL"	73.4102559124853	-1.14077222820093	0.375156842483742	-3.03632964888598	0.00239477386875955	0.0118564544860853
"83"	"YRDC"	885.731726737808	-1.31717571855044	0.246473232891102	-5.3432786148745	9.12802952855634e-08	1.29272634404419e-06
"84"	"UTP11"	860.962670251853	-1.19006282521507	0.191991634650355	-6.19773878851278	5.72800981539174e-10	1.14844523578919e-08
"85"	"MFSD2A"	167.918716543253	-3.64101703567322	0.356105333315994	-10.0525462264673	8.95238530937515e-24	5.61592311555035e-22
"86"	"CTPS1"	1951.51293185323	-1.48741323584848	0.221452831100156	-6.71607085120559	1.86690045666558e-11	4.62308457422035e-10
"87"	"HIVEP3"	626.497947092013	-1.18359025671653	0.164105257648897	-7.21109603728714	5.55032901363414e-13	1.66836866536959e-11
"88"	"EBNA1BP2"	1365.37010774773	-1.4825751511914	0.239064814399275	-6.2008019079143	5.61761848578588e-10	1.12864649950691e-08
"89"	"TIE1"	11.5621812224254	-1.58263803464089	0.504140604694527	-3.07428543035306	0.0021100744619236	0.0106398241008517
"90"	"CDC20"	372.906782004724	-4.80111827352492	0.488730318315813	-9.66363932884871	4.3029987501695e-22	2.41816057299381e-20
"91"	"B4GALT2"	162.389869282207	-3.31993540445816	0.341875011424642	-9.5886633911986	8.92334611765797e-22	4.91493848094184e-20
"92"	"SLC6A9"	134.223064824555	-4.52514303208139	0.346996849349845	-12.197847411403	3.19149652827376e-34	3.32670616613826e-32
"93"	"KIF2C"	364.041095457408	-4.70222697325811	0.285424701706789	-16.081356542081	3.44746494616185e-58	8.79466452318236e-56
"94"	"HPDL"	142.457400507693	-2.85198912298393	0.353471128999418	-8.00393240998118	1.20507552982634e-15	4.49307776389868e-14
"95"	"PRDX1"	4210.59141463723	-1.7174580646085	0.230270556870155	-7.45808643093027	8.77880789204222e-14	2.81793919554494e-12
"96"	"NASP"	4720.14480889227	-1.03203929483026	0.134342112491918	-7.68204651014348	1.56566968737805e-14	5.28836304858635e-13
"97"	"PIK3R3"	103.568925492111	-1.42354772413319	0.317891108930261	-4.47084607595309	7.79107589636656e-06	7.49272715668427e-05
"98"	"RAD54L"	574.223726558399	-5.60996811437523	0.279448137642124	-19.3381877766964	2.56326014302311e-83	1.8406106538123e-80
"99"	"STIL"	334.876648589508	-2.88279717049097	0.207340887322028	-13.851615632304	1.24382616468928e-43	1.79964937917879e-41
"100"	"CDKN2C"	233.117380177373	-1.18646406555187	0.24613628829943	-4.81838343750399	1.44726035943899e-06	1.64475286335305e-05
"101"	"ORC1"	388.776995770563	-3.5544019523982	0.26230485722509	-13.4640833132624	2.54456543157614e-41	3.33338071536475e-39
"102"	"COA7"	298.560514119803	-1.64208015972575	0.238036298972611	-6.89270425215306	5.47416086497236e-12	1.44595409877499e-10
"103"	"LRP8"	788.024921735101	-1.39716305772626	0.225007014133036	-6.20810382563083	5.36277178244334e-10	1.08531752941557e-08
"104"	"LRRC42"	434.861373003605	-1.01887631433268	0.169508329254822	-6.00965338434317	1.85920390994925e-09	3.45601585868611e-08
"105"	"MRPL37"	1665.37303257061	-1.55600996620325	0.212286615842562	-7.32893736280681	2.31984772442215e-13	7.18485745704419e-12
"106"	"ACOT11"	13.7086276404343	-1.4081496206883	0.498030014373504	-2.79329825955374	0.00521735614103601	0.0231315117453478
"107"	"DHCR24"	1456.90932419111	-2.24347218390204	0.181123375608753	-12.3821402797691	3.26517539224485e-35	3.49752599474272e-33
"108"	"JUN"	539.708304552872	-1.32731105361618	0.246212936250539	-5.38951823808065	7.06468105490234e-08	1.01685253372269e-06
"109"	"RAVER2"	88.1208246120581	-1.17085138755066	0.268670431771305	-4.3518438678616	1.34997386144694e-05	0.000123633883919383
"110"	"AK4"	58.0634598655589	-4.41881512650046	0.455854144794795	-7.92086972993048	2.35854944895559e-15	8.59771537743122e-14
"111"	"IL23R"	20.6242656961379	-1.39490588189979	0.529348377471598	-2.63843324430539	0.00832900970890981	0.0344019685207378
"112"	"IL12RB2"	546.313623161354	-3.97876207951049	0.49018800837501	-8.23894648439584	1.73733623904225e-16	6.86017820825888e-15
"113"	"GNG12"	6.32064364067636	-2.11774371037466	0.552051696569197	-3.99947122684109	6.34841651039755e-05	0.000499525565355469
"114"	"DEPDC1"	30.0727526576267	-4.02655421462624	0.492003725988959	-5.77352822734327	7.76285944663615e-09	1.30988963404162e-07
"115"	"TPI1P1"	24.1123235007413	-1.26396204575868	0.425974635425675	-2.94875275720409	0.00319059116395532	0.0151913510527421
"116"	"NEXN"	83.5816331241759	-2.05480075315129	0.425709909928294	-4.80922890245493	1.51513626351429e-06	1.71185675273981e-05
"117"	"IFI44L"	1716.98046201001	-2.74017324888856	0.401868285366148	-6.82596883625645	8.7333888468108e-12	2.26670606374789e-10
"118"	"IFI44"	1500.70142420489	-1.16946139632771	0.162352865715114	-7.20267947087649	5.90406527436037e-13	1.77195073590246e-11
"119"	"LPAR3"	25.924433239739	-1.75315798433305	0.510241542136328	-3.40875057655446	0.000652611190498445	0.00389917588948655
"120"	"MCOLN2"	643.023650092972	-1.72401548127438	0.274392174502456	-6.28044424917635	3.37606931122309e-10	7.03819696838637e-09
"121"	"GBP1"	11865.7146078196	-2.99468643068206	0.131541758949983	-22.7637946719627	1.04774834077634e-114	2.25708275899686e-111
"122"	"PTGES3P1"	569.128121956575	-1.68301208557648	0.159682577307611	-10.5345156538553	5.98907822582673e-26	4.22240904153922e-24
"123"	"GBP2"	20377.5789538816	-2.0722585637019	0.11843538894135	-17.496596501753	1.5209021849911e-68	6.85750036339709e-66
"124"	"GBP4"	13334.6989170902	-3.01517638878876	0.14664519486947	-20.5591882303826	6.36896555800174e-94	6.49902653887041e-91
"125"	"GBP5"	30603.5694028201	-4.03554196815258	0.123176803120425	-32.7586160592512	2.28907254589336e-235	4.43805385197805e-231
"126"	"GBP6"	154.646656861926	-4.78149573999134	0.319581048185032	-13.8645027629834	1.03943898456077e-43	1.51523631824543e-41
"127"	"GBP1P1"	136.091214820291	-4.02498705064519	0.353732267483184	-10.9757699026918	4.99782728273564e-28	3.95501532072157e-26
"128"	"GEMIN8P4"	7.4807991545843	-2.06210241740843	0.550934643961824	-3.34926417474896	0.000810264993505501	0.00468190301646003
"129"	"FRRS1"	18.8590260628244	-1.30452928803863	0.458472652981193	-2.824467248516	0.00473592881555873	0.0213336867741758
"130"	"TAF13"	313.415357469853	-1.00441738681303	0.204599397720089	-4.90769005742781	9.21553362863134e-07	1.08680514593616e-05
"131"	"PSRC1"	26.0343663444781	-1.40935120828453	0.457437544189728	-3.06373112737224	0.00218595276147881	0.0109824441926797
"132"	"PSMA5"	3273.64501477698	-1.0532109637057	0.160696020596443	-6.55388884036505	5.60577020119435e-11	1.29540730227361e-09
"133"	"CSF1"	274.691572993453	-3.48221977729747	0.289000742660774	-11.9453125419169	6.86916443993891e-33	6.69243015887113e-31
"134"	"LINC01160"	33.6504953804574	-2.2201685517997	0.461022517032063	-4.7403423173835	2.13357441476246e-06	2.32784134796931e-05
"135"	"RHOC"	116.385307410494	-1.0938421209719	0.320442996966135	-3.41047967579135	0.00064848717140377	0.00387692546382248
"136"	"SLC16A1"	916.724819551939	-1.38956566790437	0.2069833468829	-6.71223488078889	1.91665838363384e-11	4.7337799671201e-10
"137"	"DCLRE1B"	490.313901516828	-1.20075681020832	0.208085070711329	-5.76912256185148	7.96853368141551e-09	1.34109315117434e-07
"138"	"TSPAN2"	90.198128276093	-1.07812864293324	0.431130146383072	-2.49856839792195	0.012469607654376	0.0476748074951231
"139"	"IGSF3"	5.50507157787662	-1.59084126338386	0.552502566237674	-2.76771539957276	0.00564507279584044	0.0247169537863041
"140"	"PTGFRN"	46.0331973966901	-1.94667812680196	0.482895838542185	-4.01961954434468	5.82921981756833e-05	0.000461481885761595
"141"	"TTF2"	1746.39420253992	-1.06501442031637	0.147013803981589	-7.24396748973513	4.35745912167377e-13	1.31797843137303e-11
"142"	"PHGDH"	1301.91287889564	-2.06698772892031	0.199265566255068	-10.3697813845383	3.40302389447926e-25	2.28296980159737e-23
"143"	"FAM72B"	39.7210119883102	-3.76290624237022	0.452702889684413	-7.29252270261232	3.04204285763178e-13	9.39158072034473e-12
"144"	"FAM72D"	12.4247153798603	-3.1803697774236	0.539808316243942	-5.26613834785186	1.39323305849615e-07	1.91438713948429e-06
"145"	"ANKRD34A"	103.888404113499	-1.08311676673047	0.288913504668275	-3.74566747289542	0.00017991477576338	0.00126109460321779
"146"	"ANP32E"	3059.78664626851	-1.37833296261202	0.13024359538186	-10.5821615759103	3.60542856952124e-26	2.57941140612095e-24
"147"	"ADAMTSL4-AS1"	50.4598479178102	-1.1847435415584	0.392860382348877	-3.00953422553528	0.00261648597525684	0.0128134453367718
"148"	"C2CD4D-AS1"	65.4517393575732	-1.05159360548736	0.325250512154332	-3.22858802242294	0.00124402967603334	0.00674835350778699
"149"	"TCHH"	3.66466416574871	-1.36257669058399	0.525796191481482	-2.97079481945812	0.00297030154629983	0.014275708076267
"150"	"FLG-AS1"	25.9429172435567	-1.60448354429777	0.421596190831775	-3.76971036123158	0.000163437105292626	0.00115858084000491
"151"	"ILF2"	5045.44258576551	-1.15423804234549	0.185015921156774	-6.23847013992604	4.41870946528353e-10	9.06560202253091e-09
"152"	"RAB13"	25.893033494329	-1.43049544612213	0.418979872454632	-3.38949942567222	0.000700203555604097	0.00413132883020458
"153"	"CKS1B"	343.995888186138	-1.71335942575605	0.20678806502851	-8.27905142809402	1.24160311203098e-16	4.94295711212662e-15
"154"	"MUC1"	107.262212901048	-2.6296124577901	0.264846263768259	-9.83081838689706	8.2941985133795e-23	4.81460840650903e-21
"155"	"AL353807.3"	61.0626672292125	-1.14904412705609	0.302442799570111	-3.79156650095134	0.000149700050732476	0.00107059556754012
"156"	"LMNA"	682.365075058551	-4.43469448684474	0.182963946270836	-24.0051852497741	2.45483184596091e-127	5.94928497868626e-124
"157"	"SEMA4A"	98.9888910297626	-1.66083823128725	0.368763484149269	-4.49271167706701	7.03219631226094e-06	6.85126744231734e-05
"158"	"C1orf61"	75.7604202763314	-2.67777846129893	0.320509253218236	-8.2304790743635	1.86466177929008e-16	7.33307557340286e-15
"159"	"IQGAP3"	75.9014607481996	-4.69435599077663	0.422584497556409	-9.25710725252728	2.10045597667579e-20	1.05775689547507e-18
"160"	"SH2D2A"	1572.11882310586	-1.2438059111255	0.210013736170503	-5.92202034303409	3.18010273028393e-09	5.70359220487927e-08
"161"	"AIM2"	69.9166904752747	-1.56551655700923	0.362372396449216	-4.30696883175061	1.65506920273923e-05	0.000148695466648324
"162"	"TAGLN2"	7168.65670985834	-1.03352925987662	0.163696744858861	-6.31361214570673	2.72596620211411e-10	5.75092847949818e-09
"163"	"PEA15"	909.111790249177	-1.0165223434847	0.201187585831447	-5.05215804086343	4.36845998706789e-07	5.4536833373646e-06
"164"	"SLAMF7"	3258.13279820599	-1.15350708796352	0.252998321776582	-4.55922013617943	5.13439293670812e-06	5.16047746277331e-05
"165"	"AL354714.2"	33.1379361986654	-1.62475846445871	0.371800167899231	-4.33365415058899	1.46654506537725e-05	0.000133177403876038
"166"	"TOMM40L"	528.035853197966	-1.05830374460171	0.186314555669477	-5.67922588338218	1.35305698692728e-08	2.20497766793621e-07
"167"	"AL592295.4"	43.331072221386	-1.08969641194152	0.376540756181958	-2.88822043294246	0.00387428258434279	0.0179057427283047
"168"	"NUF2"	320.987082849074	-2.48752263745398	0.196743482323352	-12.6117569778169	1.81892250454004e-36	2.05030636732688e-34
"169"	"UCK2"	427.024794565187	-2.24379254256863	0.276336473050371	-8.10992871916953	5.06494654331747e-16	1.94453828874929e-14
"170"	"LINC01675"	13.0499032485407	-1.96634575858927	0.506424487137764	-3.75723986470457	0.00017179780679409	0.00121076549550121
"171"	"ILDR2"	46.7578107167729	-2.72688330128842	0.386629926475652	-6.87526981123388	6.18726402305369e-12	1.62545629917297e-10
"172"	"XCL2"	360.34029333587	-1.74185134521912	0.269266623998267	-6.46368701290407	1.02182112836223e-10	2.29294768943135e-09
"173"	"XCL1"	535.561442009459	-3.89979128234019	0.232489922794276	-16.6636376967051	2.40915330590864e-62	7.29822879608697e-60
"174"	"F5"	96.7970739866187	-2.2062748322357	0.369098220613994	-5.9479331838475	2.71549389847818e-09	4.91119362907602e-08
"175"	"C1orf112"	461.181064255297	-1.23340651758678	0.181891010840282	-6.7792293930283	1.20818565580179e-11	3.09027750589513e-10
"176"	"FASLG"	246.463178439308	-1.05371600601202	0.326072603597498	-3.23033018273471	0.0012364733282742	0.00671505459063871
"177"	"TNFSF4"	233.59444690199	-2.35574711554693	0.293236480090755	-8.01171358895146	1.13121064394892e-15	4.23395983878023e-14
"178"	"DARS2"	914.618127194192	-1.1718550390659	0.149185786093512	-7.85405546379699	4.02796022232885e-15	1.43291913377086e-13
"179"	"IER5"	1895.78839807615	-1.71383850339785	0.143472809932596	-11.9437037519939	7.00337056350075e-33	6.78906742425763e-31
"180"	"RGS16"	619.670947484226	-4.39369996809937	0.529932014673447	-9.03950556812763	1.57382044849718e-19	7.51557410233085e-18
"181"	"PRG4"	15.8282341542001	-1.19565608049891	0.473642811618774	-2.50576280477125	0.0122187557302317	0.0468268899185082
"182"	"PTGS2"	5.12443088337461	-1.6135187187801	0.552455937573953	-2.74193709013308	0.00610780382422656	0.0263913752048372
"183"	"RGS1"	679.975867520146	-2.8023460417335	0.497615562050151	-5.70329495153503	1.17513379793541e-08	1.93167667146629e-07
"184"	"ASPM"	250.57646994829	-5.55198740430279	0.326613968094135	-15.3969842224591	1.71482444701741e-53	3.61380612812755e-51
"185"	"NR5A2"	3.72089019970141	-1.2417590753936	0.535039823984171	-2.48143583876612	0.0130854265658819	0.0496477984851896
"186"	"KIF14"	108.401048576749	-4.70271969954437	0.353038356805659	-11.9510648638988	6.40986190514661e-33	6.27648498065568e-31
"187"	"PHLDA3"	31.8167604741055	-3.28700897187701	0.47242788238024	-6.35330873027831	2.10732172646324e-10	4.51955239299439e-09
"188"	"TIMM17A"	1420.38904842044	-1.03091774354608	0.186071570189191	-5.54008945197719	3.02317183120011e-08	4.65924129279076e-07
"189"	"PTPN7"	3656.50280348743	-1.93091326920618	0.208593065012968	-9.25600515507213	2.12224080017459e-20	1.06595866926904e-18
"190"	"UBE2T"	617.853666992782	-2.63465222996635	0.244844975877539	-10.7461421558825	6.17923266836117e-27	4.60780626823794e-25
"191"	"SNRPE"	1150.31783170464	-1.08726207292931	0.224308307071243	-4.84680500026309	1.25465638948868e-06	1.43851437489098e-05
"192"	"FAM72A"	37.1369251402996	-3.97618591260186	0.476613403225335	-6.74758723420731	1.5032386109127e-11	3.78012842910187e-10
"193"	"DYRK3"	26.0359947051485	-1.53225220782692	0.441672060165076	-3.4415497293787	0.000578392145101578	0.00351358436784205
"194"	"C4BPB"	54.6436758621322	-1.51111104179922	0.378379099705411	-3.97933286793507	6.91089235279433e-05	0.000537674080802474
"195"	"G0S2"	6.07485845342267	-1.83244542454019	0.546265189164478	-3.70300624441201	0.000213059635751728	0.00146577851851733
"196"	"NEK2"	77.4603215246873	-4.53111189104885	0.414426837581823	-9.48816057556366	2.35146858837192e-21	1.26639647198208e-19
"197"	"INTS7"	742.743813531987	-1.19137184333919	0.153717414360025	-7.74918854855796	9.24816129982824e-15	3.1904510904105e-13
"198"	"DTL"	807.032255174176	-6.73025819574254	0.277866928954726	-22.3043555064398	3.35230950618507e-110	6.49945767059161e-107
"199"	"ATF3"	131.220662747299	-5.59327523070491	0.418171405729487	-10.1011894576636	5.45761609449992e-24	3.49215382310774e-22
"200"	"BATF3"	328.158463592511	-5.52576137407308	0.341332842659934	-15.1136833641488	1.31574695748501e-51	2.6298661867752e-49
"201"	"CENPF"	521.226188595292	-2.00512590570534	0.206050586496462	-9.72366391672202	2.39022578357839e-22	1.35106989772647e-20
"202"	"DUSP10"	444.743174561422	-3.05193341510086	0.203247021500145	-14.9653546265824	1.23662963196337e-50	2.42179548530362e-48
"203"	"TLR5"	120.964766343163	-2.13640846678135	0.368676596539405	-5.77390146104134	7.74567452067714e-09	1.30812837636662e-07
"204"	"PSEN2"	192.657423865151	-1.85374806838959	0.211189977205167	-8.76064892270686	1.94129541540367e-18	8.73267645332864e-17
"205"	"LINC01132"	16.9821090986512	-3.37583150679021	0.52387878410815	-4.98999895269236	6.03796198655577e-07	7.33943617525663e-06
"206"	"GNG4"	11.0564567522615	-2.88310079798726	0.547362233053059	-4.95254237406	7.32500987793724e-07	8.76649947613872e-06
"207"	"LYST"	4043.57579856593	-1.04554382032516	0.232804013422616	-4.49101433570493	7.08847793107845e-06	6.89570547555188e-05
