"A1"	"A3"	"A4"	"N2"	"N3"	"N5"
"ABCC12"	0	0	0	0	0	0
"ABCC13"	0.159284415664394	0	0	0	0	0
"ABCC2"	4.73487022394866	9.68006600664617	6.02958620693511	5.63352833156694	9.21882468173296	5.17373733189469
"ABCC3"	1.50529188472985	1.6019208703193	1.01065624239648	1.45278667527656	1.26406261203929	1.06189674025329
"ABCC4"	6.10740303469085	5.73287783403674	13.0023451302543	7.55610708676812	6.78108815801898	6.10051434298187
"ABCC5"	79.7691822005659	39.9004781967553	42.8434562646844	60.6097366548167	79.1232328561347	93.2981583980855
"ABCC6"	0.994172883947236	0.207516066534646	0.947662600145201	1.26038209100564	3.78634914764448	1.53380054575247
"ABCC6P1"	0	0	0	0	0.0289297988925973	0
"ABCC6P2"	0	0	0	0	0	0
"ABCC8"	0.240040021562085	0.34132763394513	0.190843326641394	0.166959326657214	0.205689423636422	0.198828812659853
"ABCC9"	0	0	0	0	0	0
"ABCD1"	0.27422405000782	0.233273805330434	0.281739541132731	0.129893539442082	0.369447996757914	0.128750957654867
"ABCD1P2"	0	0	0	0	0	0
"ABCD1P3"	0	0	0	0	0	0
"ABCD1P4"	0	0	0	0	0.0293767642854879	0
"ABCD1P5"	0	0	0	0	0	0
"ABCD3"	6.46180159292635	7.90535356962754	7.07568414357713	14.8574560266493	7.24909130066431	7.54325825266517
"ABCD4"	138.145411321728	136.066926575945	142.291273462914	115.76815854554	126.735331742493	108.705682753515
"ABCE1"	11.5353439326881	13.93705611627	9.24126118561398	10.6370211331175	18.6691658650637	13.8166358433698
"ABCF1"	132.263409893938	150.222957097005	149.230564822099	129.727667018978	169.262625896106	188.681777340642
"ABCF2"	3.03127162936619	0.254095297133086	0.636700472222927	0.23379146237921	0.685599203611974	0.146649710174525
"ABCF2-H2BK1"	16.0074466366089	38.4624793191731	29.2124958995327	33.6525674648691	28.3155324727108	38.7569761580768
"ABCF2P1"	0	0.0489916309085039	0	0	0	0
"ABCF2P2"	0	0	0	0	0	0
"ABCF3"	110.369797907742	127.263114798796	129.037281235438	94.0473000090159	97.8406261424424	103.065218628282
"ABCG1"	2.58557551662941	1.23014652526701	2.51323832735581	2.69103560826103	8.88768263821868	5.49985361655861
"ABCG2"	0	0.0387801258155173	0.252272250260435	0.773596835092718	0.656608073545724	0
"ABCG4"	0.0796422078321969	0	0	0	0	0
"ABCG5"	0.329060099366523	0	0.316546804862414	0.221027667169348	0.0868021257893047	0.168702873573863
"ABCG8"	2.05514328044749	1.67575438443684	1.73005155825478	1.91156330520578	1.90518347799155	1.43500110155934
"ABHD1"	3.06210949044985	3.2744438452708	3.08284951734448	2.12650173584659	2.23595059784213	2.23362199109488
"ABHD10"	3.54865289695064	2.1319496490425	3.33122668406089	2.98472998899648	2.89797317254859	3.55765659152592
"ABHD11"	10.2462177248785	13.6256764100796	14.2774369294575	9.65768069404021	6.02872910399251	4.77071087214689
"ABHD12"	0.409017690341735	0.679500702869111	0.495979857624528	0.545604033561696	0.508622026780477	0.216432383353849
"ABHD12B"	5.22101501958256	4.89395577123819	4.96278169560461	4.62121828414916	5.38643636283281	4.55384903779719
"ABHD14A"	6.06811502759231	8.82613421006449	5.13891818073645	8.0173255198504	8.11994362867698	5.7211803531127
"ABHD14A-ACY1"	0.263724021327224	2.18549938794052	0.386365798980618	2.32493810118368	2.13151770255308	2.46651641639632
"ABHD14B"	59.7689101097054	72.4941482000671	57.7907194472513	48.3152655151613	46.9378291705886	46.1957251362848
"ABHD16A"	61.8820042440844	82.0031664933863	75.7447477469977	59.4564191748963	68.1008219729982	59.7380070374173
"ABHD16B"	5.57495454825379	5.35331922749576	4.41476437955761	7.95699601809652	1.62006873798545	6.85775958607565
"ABHD17A"	203.84730513573	206.139173362718	229.471266214884	235.297147053501	271.617105492799	253.75482056373
"ABHD17AP1"	0	0.114592178053006	0.247357986825362	0.471218277314187	0.120376603894109	0.390971806662383
"ABHD17AP3"	0.185908805742697	0.119320618927037	0.0755076072254508	0.199562012703029	0.205957313574168	0.178586495342519
"ABHD17AP4"	0.111869427231495	0	0.0916593380483752	0	0.135584420575969	0.121928480744923
"ABHD17AP5"	0	0.15849377570693	0	0.339008920489338	0.347351416363748	0.239558935210138
"ABHD17AP6"	0.453372028727643	0.437359854236407	0.371375655734017	0	0.0841969973990263	0.363881668540982
"ABHD17AP7"	0	0	0	0	0	0
"ABHD17AP8"	0	0	0	0	0	0
"ABHD17AP9"	0	0.0486665384317796	0	0	0.0289297988925973	0
"ABHD17B"	4.32282772093677	3.07913675323254	4.92681397952373	5.09297476383291	6.53182785356841	8.29962838600308
"ABHD17C"	0.937529752892821	1.63335531749046	0.794586321409672	0.828851541608383	0.0363320361444925	0
"ABHD18"	7.01513653881458	4.50405163195738	6.50454103034876	6.01122978653462	12.0027479081073	7.98792830464293
"ABHD2"	0.0796422078321969	0.113055775434714	0	0.0680312108163894	0.115719195570389	0.0993878200880529
"ABHD3"	123.590931639303	76.8126807001952	73.5553731895854	56.3412006152171	58.4645667463131	49.051554636259
"ABHD4"	6.76775931957153	6.88408577397126	6.7548833978947	5.00641425110854	6.49480754711751	6.26635385345899
"ABHD5"	6.11595849110335	5.00719745284971	5.10209463104656	5.17269109406076	6.31721242978166	5.09866474199118
"ABHD6"	11.0376788900746	10.6359970277963	9.6126083125099	11.4521197807055	8.72042644588112	6.52751622218257
"ABHD8"	0	0	0.175292003774089	0	0.293698211337537	0
"ABI1"	123.621818484588	119.277597707064	133.803216524348	182.347925429731	129.777747071371	163.438249062132
"ABI1P1"	0	0	0	0	0	0
"ABI2"	80.7284566654631	87.1460646660346	96.8201812103817	118.887545772776	72.9907305384286	62.8268868893566
"ABI3"	1.99745763289255	4.96689474571282	1.49023272762845	3.74423410003048	4.91953110605545	3.04347817675228
"ABI3BP"	2.42613603758637	1.8499562587534	1.34815419457496	2.11232096707437	1.54723918432489	1.39619850639185
"ABITRAM"	0.677818902418262	0.82485451319946	0.673963606308896	1.08490712090156	0.805090844957958	0.989754600225076
"ABITRAMP1"	0	0	0	0	0.0872447517123614	0.0496939100440265
"ABL1"	0.516858814701078	0.71602591329293	0.389730984662967	1.26641117319685	0.403608303290293	0.784294135269847
"ABL2"	0.19741990445291	0.0529165872330269	0.198328244306621	0.171247815969467	0.0631381288911379	0.152235802602574
"ABLIM1"	1031.80923326102	797.661727005646	946.380929337984	1494.73318935986	1449.92874245624	1391.039574118
"ABLIM2"	9.15885788281304	12.7019718918424	14.2533897078821	8.01226785425639	6.45133956959802	7.5534554430062
"ABLIM3"	0	0	0.189204250763389	0.165770844313769	0.0289297988925973	0.0496939100440265
"ABO"	10.9221124715555	2.77942706882535	4.04829478841054	8.55917484591605	36.5815744787753	18.8415751973587
"ABR"	117.196588782722	159.79439371164	140.308643487707	101.59966200469	97.8258355827368	83.0726038944344
"ABRACL"	0.0796422078321969	0.145999615295339	0.126136125130218	0.165770750377011	0.144709168444683	0.0496939100440265
"ABRAXAS1"	45.2071367938873	36.2014275636442	39.3200863329174	55.9874535698809	38.3056458437796	45.0423995525761
"ABRAXAS1P1"	0	0	0	0	0.0298014537332313	0
"ABRAXAS1P2"	1.31721840377827	0.837390526834103	0.535019619032956	0.898593506568663	0.72993932777868	1.21186053728865
"ABT1P1"	0	0	0	0	0	0
"ABTB1"	214.898396571619	223.53427027382	242.557044085106	155.749199017909	169.838618192058	142.886856495767
"ABTB2"	0	0	0	0	0	0
"ABTB3"	28.3954177465303	28.5979763785128	23.5655960088656	80.2165418094116	60.380294846703	91.2399931798786
"ACAA1"	119.976659138053	144.637787337049	153.086054915908	107.086066345927	121.503158035593	121.815853842894
"ACAA2"	45.7820284961694	33.514523156891	30.4588368610544	92.402732600059	60.9010263087039	57.7303212181256
"ACAA2P1"	0.654390554140264	0.34323925557473	0.144540016467342	0.598537397002915	0.387317933533871	1.00399588096549
"ACACA"	24.2132959882445	23.9916658644526	23.1314316076633	24.6760036296775	26.9716950013855	20.0542571442696
"ACACB"	65.8566354381322	65.4830768273658	50.6958178343299	18.1281261932478	23.6220680727377	11.9816723129429
"ACAD10"	43.4890648224921	38.435000244913	29.791852366549	31.3243559556657	43.3353829936305	45.9315687094811
"ACAD11"	61.8946506324416	42.8547040057912	48.0352392685289	53.4424995674055	56.268661065396	50.5056541013264
"ACAD8"	66.4506261382746	79.7038904959431	82.6522815226679	77.5582475820575	58.0803208681236	51.6754229039652
"ACAD9"	16.1351901894211	14.8682679553007	31.4569602180579	6.46987822041689	13.1684929622532	10.6131740865
"ACADL"	0.398211039160985	0.291999230590678	0.189204187695326	0.331541500754022	0.348612755595465	0.298163460264159
"ACADM"	44.4689586549971	38.4392833869604	52.3366665555733	72.7257876307029	59.9353221383601	66.0715041486466
"ACADS"	3.09278249216331	4.12453293197791	6.62656764052223	4.3855259838323	3.98019066144243	1.68669081715033
"ACADSB"	1.00578471784917	0.797229925989429	1.36437157925102	1.44203754725295	1.86088616992721	0.593007367337376
"ACADVL"	271.623416538956	277.945967848669	297.683040070416	215.55658068329	278.680431728368	234.1953994131
"ACAN"	0.161864823198157	0.25152813723081	0.384643288647428	0.224400440644759	0.414197771002618	0.351634107471531
"ACAP1"	152.486621617504	242.769853908627	235.846261672695	119.743735686038	227.474265196661	151.319256533931
"ACAP2"	1.59777162004252	0.543772647175184	0.800961241173753	0.836659896520308	0.834446779788243	1.36528551515858
"ACAP3"	25.7929676389055	28.6905888011485	35.2022945759161	44.1923010600053	41.5077018682762	32.0273871047867
"ACAT1"	27.6803366443336	29.9524118896153	17.6121853341321	12.2016859352543	12.1023155969559	12.9980002346249
"ACAT2"	36.8139734327704	32.6486286384974	35.9694819866334	30.744230163338	27.6019789830249	25.4792603334134
"ACBD3"	0.170790325429911	0.341091601233735	0	0	0.208835539265992	0
"ACBD4"	34.4831789139507	29.1667934410233	35.8349079854125	17.9134992205794	25.9259085189391	25.4867939301761
"ACBD5"	37.5697740029875	41.069222150483	38.2134783401343	48.1485780525347	48.1911525133778	60.6229853350417
"ACBD6"	62.742672897218	55.6495686317019	58.0913176004522	52.4114784391906	44.960439807541	49.2642962529138
"ACBD7"	0	0	0	0	0.0326738934652773	0
"ACCS"	43.6442189932583	30.2169276659574	20.4477184895725	23.031668642364	32.9175711864355	21.1997003106779
"ACCSL"	0	0	0	0	0	0
"ACCSLP1"	0	0.0486665384317796	0	0	0	0
"ACD"	7.950028541784	13.5904471905608	13.6691952897865	9.40365525386998	8.08574860638593	3.98372670991329
"ACE"	0.815281353136634	8.03403860387962	3.42369020206282	1.10815983931386	2.33456881069113	0.959556471521496
"ACE2"	0	0	0	0	0	0
"ACE3P"	0	0	0	0	0	0
"ACER2P1"	0	0	0	0	0	0
"ACER3"	0.134651877203974	0.0537478117094417	0.303376932037568	0	0.0480703324359176	0.0730853304408501
"ACHE"	0	0	0	0.497312251131033	0.581013351847412	0.417458163776748
"ACIN1"	482.753985652499	534.001575228336	497.886345241212	450.298166651391	551.044644243374	460.962149200963
"ACKR2"	2.41030611343102	1.65417320796927	0.838422408976176	1.28792600631912	1.14893394461	1.07319564458
"ACKR3"	1.52392178998596	0.895006841683486	1.06491685002437	1.38968382886888	2.46744279840885	0.0882285556485663
"ACKR4"	0.0804959723001581	0	0	0	0	0.050683315793003
"ACKR4P1"	0	0.17885293539448	0	0	0	0
"ACLY"	152.924399645154	197.910466171785	163.222311045089	141.020519235844	196.149148097976	166.151318394271
"ACMSD"	1.98697831118599	1.99532807570296	1.6397664732897	2.81810496668586	2.08294552026701	1.63989903145287
"ACNATP"	0	0	0	0	0	0
"ACO1"	21.7659502716295	20.8861636462442	19.968820868966	25.5941197475418	22.4522288479222	17.5475121420046
"ACO2"	0.860588848669454	1.77784461543211	0.561333428446463	1.01466673855181	1.64457922079921	1.48875699181037
"ACO2P1"	0	0	0	0	0.0289665397371909	0
"ACO2P2"	0	0	0	0	0	0
"ACOT1"	0.359489794135049	1.00550908384669	5.28096007124559e-09	0	1.95331977036895	1.39579260653461
"ACOT11"	30.4450577504166	24.5007448879297	25.0508551890802	19.7929093452132	22.2155570850915	17.5079546416802
"ACOT12"	0	0	0.0561280529604442	0.0037942217172375	0	0.0622341682436365
"ACOT13"	6.8157881105002	6.26516469147664	8.68595431468576	8.72574129589487	9.81157022422327	10.2304007811166
"ACOT2"	8.00140063295524	9.31495260204251	5.39204058848026	6.00287383557728	8.41832268147534	9.45927056261747
"ACOT6"	0	0	0	0	0.086789396677792	0
"ACOT7"	8.5367670224812	10.9296772006244	5.41201550525588	6.26567075871912	13.7999514903282	5.23445832057748
"ACOT8"	19.9752772783144	25.1919163133801	18.2969581882976	19.7606290777511	19.4196164202572	20.7827520064182
"ACOT9"	15.6175773222963	16.7489619869813	14.6321859518575	11.963256217989	9.36924401388306	4.41857774220545
"ACOX1"	2.99067441213476	3.94987517872925	2.41302632934298	0.380972183496692	2.39037728573484	2.18130816841943
"ACOX2"	0	0	0	0.110513833584674	0.179935422347059	0.248469450832312
"ACOX3"	8.51463126723632	6.49103582964622	5.40231563723337	7.62708183354204	8.51061684028642	6.26986969759461
"ACOXL"	1.18831749040186	0.872353541374261	1.3702425851952	0.68800331841222	0.707724424507043	0.904734780348052
"ACP1"	16.0094727343762	7.93398312085619	11.6210792568117	11.774663245129	15.5993024158017	9.57342108922055
"ACP3"	0	0	0	0	0	0
"ACP5"	9.55292354505636e-06	1.60325584213502	6.72923613957198	0	3.89426915873142e-09	0
"ACP6"	23.5370829879286	34.3656347275706	40.3625093277473	28.210706054101	18.8383212921686	25.0614210173466
"ACP7"	1.37253788133852	1.31139774450579	0.777742733940408	1.04595265227047	1.33396170587733	1.27271073013756
"ACR"	0.0398211039160985	0	0.0315340312825544	0.055256916792337	0.0291227027916132	0.029044400827792
"ACRBP"	2.91119268335135	5.09993251516224	4.19591441837293	4.70922652809348	7.395341559496	9.23704536016978
"ACRP1"	0	0	0	0	0	0
"ACRV1"	0	0	0	0.110513833584674	0.0649326443164458	0.0557684936078082
"ACSBG1"	0.403085938702393	0.357458644773727	0.430816674021007	0	0.0717464798496192	0.0669073835441768
"ACSBG2"	0.159284415664394	0.298292787340675	0.252272250260435	0.276284583961685	0.0584920031889868	0.255271652626959
"ACSF2"	15.1889024057878	12.6930768087853	14.2592985556853	6.85452714390002	12.9756222174897	9.21465576899945
"ACSF3"	125.04909206186	128.081601003442	113.569335608205	131.125837759784	162.245301797296	139.14304708323
"ACSL1"	18.8249649515301	2.72454549223667	7.14048279377903	10.135975724688	3.23001919780478	7.18324376420381
"ACSL3"	22.5999960457113	27.9567840280356	30.2402467402875	28.2944379652548	25.7112225064431	21.4279767405517
"ACSL3P1"	0	0	0	0	0	0
"ACSL4"	49.2224619682735	39.0996187203296	37.722897739346	28.6753973844037	43.2889370694024	45.8130462493306
"ACSL5"	3.54734357905388	3.6225375880541	4.97656837408135	1.05176567991702	1.09288419504353	0.544660162255543
"ACSL6"	112.346622633852	92.2568858325056	107.864665372229	32.623447727161	30.3379600359724	36.493594472013
"ACSM1"	1.27427373247099	2.09266017923575	2.56831062094891	0.165770750377011	0.202508592248181	0.0538513025583097
"ACSM2A"	2.53615434098122	1.73270640103663	1.68824878502538	1.72388208218228	1.37991379843833	1.42579132921088
"ACSM2B"	3.41737490259707	2.83334153422899	2.01794591161324	2.88642130319289	1.95168234375163	1.82807048816468
"ACSM3"	13.8920110191441	13.3021023293544	14.1711218350303	9.36717872641552	17.1666030270282	9.12903272965657
"ACSM4"	0	0	0	0	0	0
"ACSM5"	0.159284415664394	0.0486665384317796	0.126261630574722	0	0.0578674088308956	0
"ACSM5P1"	0	0	0	0	0	0
"ACSM6"	0.250009633138519	0.0982708810591396	1.01518452928866	0.447958430759621	0.497077590532386	0.502157457933988
"ACSS1"	68.6496717383658	107.81767910361	92.898587636942	77.0175326804936	80.4298304438356	74.0872843990519
"ACSS2"	70.4253648471275	87.1221436023992	77.9889305904262	54.8922377185826	53.5973893187176	37.3621168031729
"ACSS3"	0.24133341101728	0.293985312024079	0.126857623765962	0.110639266785793	0.116337136074735	0.154462586711647
"ACTA1"	0.318935981906894	0.341859072544805	0.228445766903963	0.442803512992064	0.20957961369351	0.180001777900573
"ACTA2"	4.19868941158872	7.42969655630301	3.18235767577908	1.80313265738418	4.86398444569172	4.75494687438966
"ACTB"	4241.53561167739	4729.67732530703	3684.4983200669	3379.16494762009	5305.77986307518	4481.61207532841
"ACTBP1"	0.159325829612467	0.194694380319409	0.126163244397121	0.0552850978199011	0.173662689772372	0.0994340354243938
"ACTBP11"	0.398448372940325	0.159915811959906	0.504975886068816	0.110672973505036	0.202840706339468	0.298648969765289
"ACTBP12"	0	0	0	0.055256916792337	0.086789396677792	0
"ACTBP14"	0	0	0	0	0.0578595977851946	0.0496939100440265
"ACTBP15"	0.239049272496652	0.375898882850913	0.0631040113607709	0.276718903327673	0.20275941360458	0.149306843544579
"ACTBP16"	0	0.0973535168097006	0	0.0552817824048935	0.0289376099382983	0.0497127937298432
"ACTBP2"	0.32252625263597	0.739142519048026	0.191574285486523	0.448406564354807	0.998251640587963	0.554489617662251
"ACTBP6"	0	0.0486665384317796	0	0	0	0
"ACTBP7"	0.0796716754490948	0	0.126162613716495	0	0.0578966279277772	0.19894956886126
"ACTBP8"	0.159289194196864	0.146008861937641	0.0630699546069857	0.165797826266239	0.462954892738567	0.198809432034936
"ACTBP9"	0	0.0486845450509994	0.0630989659157657	0.110609428050725	0.231660282698285	0.0497356529284634
"ACTC1"	0.159328218878702	0	0.126165767119623	0.055256916792337	0.144698753717082	0.149160743449049
"ACTE1P"	0	0	0	0	0	0
"ACTG1"	1228.25921244172	1225.72336958857	933.91982334682	1236.2845165019	1616.71543581515	1238.76232058281
"ACTG1P1"	0.159422993106022	0.0975068164057607	0.316043521723145	0.276884121508882	0.174163175293214	0.19941271610287
"ACTG1P10"	0.881631276481637	0.0864074389856247	0.0904244653833503	0	0.0631109348801789	0.413742550122756
"ACTG1P11"	0.0398211039160985	0.0243347778785812	0	0.0276323263803439	0.0289315346805309	0.0248469550220132
"ACTG1P12"	0	0.0973549768058535	0.0630882443451296	0.0552812298357256	0.318369543833144	0.348044219409951
"ACTG1P13"	0	0	0	0	0	0
"ACTG1P14"	0.956574594051734	1.55876489270069	1.00995303349888	0.60866598985095	0.920505699043997	0.646776178005013
"ACTG1P15"	0.0797051251763844	0.146113008329885	0.126190994344649	0.110643134769968	0.289607537774124	0.0994792568825339
"ACTG1P16"	0.0796422078321969	0.0973330768635592	0.0630680625651088	0	0.144661723574499	0.0994002435655639
"ACTG1P17"	0	0	0	0	0	0
"ACTG1P18"	0	0	0	0	0	0
"ACTG1P19"	0.0796732682932515	0	0.0631071647638991	0	0	0
"ACTG1P2"	0.0398211039160985	0.0243347778785812	0	0.0276323263803439	0.0289315346805309	0.0248469550220132
"ACTG1P20"	0.560216829067005	0.345259403585033	0.192473005378076	0.11253181618593	0.236871696670797	0
"ACTG1P21"	0.0796453935205102	0.243332692158898	0.189204187695326	0.331561393244067	0.781223182275587	0.546677735003331
"ACTG1P22"	0.159284415664394	0.0486665384317796	0.0630680625651088	0	0	0
"ACTG1P23"	0	0	0.126179642093387	0.0553044377407784	0.144775706982136	0.198936151505548
"ACTG1P24"	0.238926623496591	0.0486684850933169	0.0630680625651088	0	0.0615469899520451	0.04969788555683
"ACTG1P25"	1.04845780922774	0.885648266343055	0.591690688012086	0.564432827958684	0.813673737693414	0.5683144634365
"ACTG1P3"	0.238926623496591	0.292035730494502	0.441523739002685	0.884165925594184	0.549744289416359	0.447273515924963
"ACTG1P4"	0.328087668008892	0.937327263503762	0.332625376732763	0.928691949145449	0.747450535048369	0.194757390609946
"ACTG1P9"	1.37908447082232	1.23057235747829	0.778184210378364	0.531716865233445	1.46387675376432	1.03795669908958
"ACTG2"	0.160214636651874	0	0	0	0.087027488922678	0
"ACTL11P"	0	0.202277113672465	0.190629525909298	0.113215344246651	0.204990479695177	0.0998464948777593
"ACTL6A"	64.5346631909684	67.503626336611	58.0435530032686	68.9997363717121	47.7712052585198	56.9950014250824
"ACTL6B"	0	0	0	0	0.0578595977851946	0
"ACTL8"	0	0	0	0	0	0
"ACTMAP"	10.8220802656741	7.97285065177473	8.808845587997	9.25584576429632	17.3232162291213	13.0924698484359
"ACTN1"	69.7812632698171	60.6460331661659	52.5449917184771	86.0319222954825	206.341636405622	179.739220623795
"ACTN2"	0	0	0	0	0	0
"ACTN3"	0	0	0.189204503035639	0.0416690199254341	0.0218158456257121	0
"ACTN4"	25.6543011572891	52.1022726267218	27.3945034961984	55.6936458083731	70.0578347591468	48.7735688912291
"ACTN4P1"	0	0	0	0	0.0901316563438537	0.0513228764152696
"ACTN4P2"	0	0	0	0	0	0.0496939100440265
"ACTP1"	0	0	0	0	0	0
"ACTR10"	68.8648132164933	70.3377664400691	76.0923591652195	85.5873991245785	59.7707254689647	93.646622041919
"ACTR1A"	18.3072786542897	29.4481092651045	17.2193356337753	9.88967410044265	16.7281314230925	13.7817323317722
"ACTR1AP1"	0	0	0	0	0	0
"ACTR1B"	19.354115744588	19.3730977524613	19.2556885901288	15.0065353201709	18.6692381895609	10.1129790410736
"ACTR2"	0	0.196368022576078	0.110910233465749	0.0954927933238451	0.241534023060328	0.16494154152263
"ACTR2P1"	0	0	0	0	0.0294346238832731	0.100809065915312
"ACTR2P2"	0	0	0.0690008752106086	0	0.0637233787227352	0.052983646888941
